"feature_id_full","feature_id","feature_mz","feature_rt","control_negative_vs_control_positive_p_value","control_negative_vs_P2_negative_p_value","control_negative_vs_P2_positive_p_value","control_positive_vs_P2_negative_p_value","control_positive_vs_P2_positive_p_value","P2_negative_vs_P2_positive_p_value","control_negative_vs_control_positive_p_value_minus_log10","control_negative_vs_P2_negative_p_value_minus_log10","control_negative_vs_P2_positive_p_value_minus_log10","control_positive_vs_P2_negative_p_value_minus_log10","control_positive_vs_P2_positive_p_value_minus_log10","P2_negative_vs_P2_positive_p_value_minus_log10","P2_negative_vs_P2_positive_fold_change","control_positive_vs_P2_positive_fold_change","control_negative_vs_P2_positive_fold_change","control_positive_vs_P2_negative_fold_change","control_negative_vs_P2_negative_fold_change","control_negative_vs_control_positive_fold_change","P2_negative_vs_P2_positive_fold_change_log2","control_positive_vs_P2_positive_fold_change_log2","control_negative_vs_P2_positive_fold_change_log2","control_positive_vs_P2_negative_fold_change_log2","control_negative_vs_P2_negative_fold_change_log2","control_negative_vs_control_positive_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"2718_124.09_11.5",2718,124.087205953506,11.495075,0.0133087826178344,0.996043156675831,0.790737077836173,0.00504120428832622,0.00194274693663377,0.352575662647769,1.87586166853261,0.00172184400589793,0.101967896560895,2.2974657029794,2.71158376717237,0.452747669185207,1.08162297209084,1.82213444676774,1.06523137955792,1.68462994387541,0.984845373151395,0.58460635626944,0.113197697791893,0.865629412778272,0.0911668331596562,0.75243171498638,-0.0220308646322365,-0.774462579618617,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","2-Vinylpyrimidine",NA,NA,"C=CC1=NC=CC=N1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H6N2/c1-2-6-7-4-3-5-8-6/h2-5H,1H2","ZDHWTWWXCXEGIC"
"864_139.98_4.6",864,139.982769240691,4.6405625,0.0145605257874157,0.965293123713222,0.936526915765794,0.00310569426996155,0.00282646538039633,0.997685265560484,1.83682294216238,0.0153407875051594,0.0284797364942079,2.50784129922041,2.54875632957231,0.00100644166664348,1.0082532646194,1.8463905738815,1.04291754258509,1.83127656380909,1.03438052638369,0.564841240709248,0.011858077048118,0.884707763926447,0.0606250968737602,0.872849686878329,0.0487670198256421,-0.824082667052687,"Fatty acids","Small peptides","Aminoacids","Thiosulfuric acid (H2S2O3), S-(2-aminoethyl) ester",NA,NA,"C(CSS(=O)(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C2H7NO3S2/c3-1-2-7-8(4,5)6/h1-3H2,(H,4,5,6)","MXTPRJXPLFGHEE"
"1675_279.16_7.9",1675,279.160564598157,7.871158,0.014974538264397,0.931136162594333,0.981127318109232,0.00286587131970184,0.00344596478558234,0.983905503429169,1.82464656007829,0.0309868063017532,0.00827463179998343,2.54274331372864,2.46268916493367,0.00704661021699611,1.0277523525946,0.571349187557498,0.956809009060108,0.555921070007874,0.930972336521157,1.6746484109839,0.0394926743320846,-0.807555357735334,-0.0636971212531521,-0.847048032067419,-0.103189795585237,0.743858236482182,NA,NA,NA,NA,"CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC","CCCCCCCCOC(=O)c1ccccc1C(=O)O",NA,"\"\"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3\"\"",NA,"DOIRQSBPFJWKBE-UHFFFAOYSA-N","DOIRQSBPFJWKBE","PKIYFBICNICNGJ","InChI=1S/C16H22O4/c1-2-3-4-5-6-9-12-20-16(19)14-11-8-7-10-13(14)15(17)18/h7-8,10-11H,2-6,9,12H2,1H3,(H,17,18)","PKIYFBICNICNGJ-UHFFFAOYSA-N",NA,NA
"369_163_1.9",369,162.998427203822,1.873479,0.0155104731655195,0.00950787243095441,0.0136622448796929,0.889722404675525,0.715105231896893,0.93462494859983,1.80937495331214,2.02191665392158,1.86447793471295,0.0507454730436975,0.145630044535499,0.0293626302295074,0.967151990439252,0.909323165599075,1.75907909799014,0.940207097320957,1.81882384090552,1.93449277939734,-0.0481854641074954,-0.137134987981288,0.814820355869838,-0.0889495238737919,0.863005819977333,0.951955343851125,"Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Simple phenolic acids","Hex-5-yne-1-sulfonyl chloride",NA,NA,"C#CCCCCS(=O)(=O)Cl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H9ClO2S/c1-2-3-4-5-6-10(7,8)9/h1H,3-6H2","VYNDGSIDPUZLRH"
"2414_151.1_10.6",2414,151.099359601863,10.569807,0.0188153015036554,0.00331073906546242,0.00481156804232008,0.894902662857491,0.993019319781754,0.898669166429432,1.72548881798591,2.48007504664009,2.31771336829339,0.0482241996369095,0.00304230196485453,0.046400158809275,0.96900769692024,1.01970398396559,1.73764014544668,1.05231773411757,1.79321604046011,1.70406330932342,-0.045419969737657,0.0281504043086302,0.797129339843191,0.0735703740462874,0.842549309580848,0.768978935534561,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","3-(Methylamino)pyridine-2-carbonitrile",NA,NA,"CNC1=C(N=CC=C1)C#N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H7N3/c1-9-6-3-2-4-10-7(6)5-8/h2-4,9H,1H3","UWJGWWBVJKHQNL"
"1861_383.07_8.5",1861,383.072474441958,8.457518,0.0193194114002233,0.480305842996623,0.974824959844609,0.0290289681511621,0.00434813743669049,0.0804143301988788,1.71400610926261,0.318482130067771,0.0110733594790995,1.53716840110325,2.36169673711266,1.0946665511056,1.17800283438065,1.84978115486456,1.03306676857903,1.57026884900249,0.876964586525957,0.558480534771513,0.236343010426422,0.887354597515919,0.0469335006549749,0.651011587089496,-0.189409509771448,-0.840421096860944,"Amino acids and Peptides","Oligopeptides","Cyclamides","1-[2-(4-Acetylpiperazin-1-yl)ethyl]-3-[(5-chlorothiophen-2-yl)methyl]urea",NA,NA,"CC(=O)N1CCN(CC1)CCNC(=O)NCC2=CC=C(S2)Cl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H21ClN4O2S/c1-11(20)19-8-6-18(7-9-19)5-4-16-14(21)17-10-12-2-3-13(15)22-12/h2-3H,4-10H2,1H3,(H2,16,17,21)","BVDIXHUBKWZGBI"
"965_249.21_5.3",965,249.206468701773,5.309868,0.020538552786982,0.975907647597107,0.96374683472081,0.00466220788021354,0.0104512956790025,0.555274427565282,1.68743016145787,0.0105912786823553,0.0160370353124972,2.33140836590406,1.9808298654037,0.255492326929051,1.12329069623129,0.616564610923507,1.06256305886752,0.548891407177251,0.945937736716309,1.72336043951011,0.167731330890951,-0.697676009708176,0.0875484619711888,-0.865407340599127,-0.080182868919762,0.785224471679365,"Fatty acids","Glycerolipids","Monoacylglycerols",NA,NA,NA,"CCCCOCCCOCCCOCCCO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H28O4/c1-2-3-8-15-10-5-12-17-13-6-11-16-9-4-7-14/h14H,2-13H2,1H3","QSSDFXGXUGCLSY"
"1164_230.25_6.2",1164,230.249319784175,6.193199,0.0208341765031597,0.00600749951028356,0.0140826402369267,0.998976652789094,0.874114218007119,0.54206575196809,1.68122366089913,2.22130625592667,1.8513159153051,0.000444661607200898,0.0584318156387527,0.26594803083254,1.13303500473425,1.11019030268978,0.619768766581183,0.979837602590371,0.54699878114229,0.558254530848994,0.180192433423557,0.150806996588577,-0.690198043147861,-0.0293854368349801,-0.870390476571418,-0.841005039736438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2502_163.1_10.9",2502,163.098101441336,10.864574,0.023891907549802,0.975747665604019,0.789436735511274,0.00546268227349045,0.00344573805974024,0.835861707372526,1.62174917443261,0.0106624790592742,0.102682668086653,2.26259405866218,2.46271774010134,0.0778655702800528,1.04108172472595,1.84721928971081,1.07481290576528,1.77432688120336,1.0324001279037,0.581854526829647,0.0580833243808605,0.885355143742653,0.104085549660391,0.827271819361792,0.0460022252795308,-0.781269594082261,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","4-(1H-imidazol-2-yl)pyridine",NA,NA,"C1=CN=CC=C1C2=NC=CN2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H7N3/c1-3-9-4-2-7(1)8-10-5-6-11-8/h1-6H,(H,10,11)","QWZSAEUNIBEKIZ"
"2214_139.99_9.9",2214,139.98948955797,9.883542,0.0257753574707268,0.00580122291741103,0.000515231616653788,0.97181492529648,0.041865092641596,0.00933302970373329,1.58879530290235,2.23648044604051,3.28799749480008,0.0124164352543606,1.37814794342166,2.02997735196367,0.783361580694252,0.761324331732576,0.568863604414481,0.971868356191089,0.726182670217662,0.747202710728942,-0.352249720620975,-0.393416907780751,-0.813845313749945,-0.0411671871597754,-0.461595593128969,-0.420428405969194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071_290.27_5.8",1071,290.270386683283,5.83337,0.0262644937953368,0.037518569730816,0.0154727975064844,0.546931295752677,0.937968512656039,0.594398621729595,1.58063096508781,1.4257537259927,1.81043115806592,0.262067225310993,0.0278117405220644,0.225922206272927,0.8733339353443,1.11134903688188,0.555674518440942,1.27253618794024,0.63626809397012,0.5,-0.195394694472244,0.152311989270439,-0.847688010729561,0.347706683742682,-0.652293316257318,-1,"Fatty acids","Spingolipids","Sphingoid bases","2-aminohexadecane-1,3,4-triol",NA,NA,"CCCCCCCCCCCCC(C(C(CO)N)O)O",NA,NA,NA,NA,"OCHZTELGZBWSJD","nan","nan","InChI=1S/C16H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-15(19)16(20)14(17)13-18/h14-16,18-20H,2-13,17H2,1H3","OCHZTELGZBWSJD"
"1169_230.25_6.2",1169,230.249203554337,6.1948647,0.0265591177730483,0.0164310036958384,0.0186253654620656,0.92400902983806,0.880050781974125,0.997277410647437,1.5757863552325,1.78433590666535,1.72989519688296,0.0343237846352179,0.0554922668329848,0.00118401806216589,1.01853299848613,1.12474032898704,0.603077299676336,1.10427480568501,0.592103840104056,0.536192474061526,0.0264927215714539,0.169591962042613,-0.729585162890765,0.143099240471159,-0.756077884462219,-0.899177124933378,"Fatty acids","Fatty acyls","Fatty alcohols","Dodecane, 1-(ethenyloxy)-",NA,NA,"CCCCCCCCCCCCOC=C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H28O/c1-3-5-6-7-8-9-10-11-12-13-14-15-4-2/h4H,2-3,5-14H2,1H3","LAYAKLSFVAPMEL"
"2738_153.11_11.5",2738,153.113665055023,11.5406275,0.027773063080623,0.986063237319393,0.935138487581936,0.00684239381782825,0.00547012451822948,0.978430434004292,1.55637621943406,0.00609523238312136,0.0291240683371703,2.1647919333682,2.26200278756703,0.00947004706481836,1.01960897195874,1.78764909334164,1.04748523690521,1.75326928509411,1.02734015265962,0.585956852945424,0.0280159733957006,0.838063570425099,0.0669299109473192,0.810047597029398,0.0389139375516188,-0.771133659477779,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","5,6,7,8-Tetrahydropyrido[3,4-d]pyrimidine",NA,"CCCCC(CC)CO","C1CNCC2=NC=NC=C21",NA,NA,NA,NA,"YIWUKEYIRIRTPP","InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3","YIWUKEYIRIRTPP-UHFFFAOYSA-N","InChI=1S/C7H9N3/c1-2-8-4-7-6(1)3-9-5-10-7/h3,5,8H,1-2,4H2","WGJUBVJZKNTGRC"
"2215_184.99_9.9",2215,184.987806225793,9.885368,0.0288235929193843,0.0363387376401998,0.00331657490257731,0.618912293486896,0.650401952164822,0.031261905212874,1.54025188445867,1.43963016358323,2.47931019001081,0.208370890807755,0.186818163888254,1.5049845580435,0.764926335491762,0.869567373631616,0.562966090150808,1.13679884360705,0.735974255336475,0.647409398307649,-0.386607275889744,-0.2016302837573,-0.828880069641565,0.184976992132444,-0.442272793751821,-0.627249785884265,"Alkaloids","Phenolic acids (C6-C1)","Cyanogenic glycosides","4-Nitrophenylethynyl radical","CC1C(O1)C2=CC(OC2=O)C(C)O",NA,"[C]#CC1=CC=C(C=C1)[N+](=O)[O-]","InChI=1S/C9H12O4/c1-4(10)7-3-6(9(11)13-7)8-5(2)12-8/h3-5,7-8,10H,1-2H3",NA,"VMLNPJDEXLLCQG-UHFFFAOYSA-N","VMLNPJDEXLLCQG",NA,NA,NA,"InChI=1S/C8H4NO2/c1-2-7-3-5-8(6-4-7)9(10)11/h3-6H","AGCSULNWXLNEMI"
"1674_301.14_7.9",1674,301.142669601947,7.871126,0.0292163727176018,0.999470192122334,0.869983606251649,0.0110446491240872,0.0214738660006892,0.741843052024952,1.53437370375131,0.000230153611722576,0.0604889310383091,1.95684807661403,1.66808976126374,0.129687966485538,1.10273391154228,0.622555340258923,1.12225808510193,0.564556266695582,1.01770524453388,1.80266397624214,0.14108471222565,-0.683726007797453,0.16640448992193,-0.824810720023103,0.0253197776962791,0.850130497719382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179_214_0.5",179,214.003725975823,0.49961653,0.0303531282845899,0.0753364501366276,0.0449683857298792,0.347432763298022,0.550802387763037,0.893693301405957,1.51779654258799,1.12299484766336,1.34709270240735,0.459129229502572,0.259004185717105,0.0488114972665159,1.05496748327104,0.859877823401038,1.71975564680208,0.815075191450355,1.63015038290071,2,0.0771985321584473,-0.217796407276272,0.782203592723728,-0.294994939434719,0.705005060565281,1,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","Methyl 5,5-dichloro-3-oxo-4-pentenoate",NA,NA,"COC(=O)CC(=O)C=C(Cl)Cl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H6Cl2O3/c1-11-6(10)3-4(9)2-5(7)8/h2H,3H2,1H3","GPCRARQCGUBRIQ"
"1390_374.33_7",1390,374.328220833796,7.017692,0.03634870119388,0.0169120422643956,0.0214524793746537,0.991301346501509,0.953899642080434,0.98282578441193,1.43951110267037,1.77180394470252,1.66852250690565,0.00379430391168062,0.0204973141673339,0.00752345833671759,1.03486119313571,1.08198584569766,0.6140464239898,1.04553717240006,0.593361146463703,0.56751798226516,0.0494372707155084,0.113681626266987,-0.703580362536199,0.0642443555514787,-0.753017633251707,-0.817261988803186,"Fatty acids","Fatty esters","Monoacylglycerols","Dodecyl hydrogen azelate",NA,NA,"CCCCCCCCCCCCOC(=O)CCCCCCCC(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-13-16-19-25-21(24)18-15-12-10-11-14-17-20(22)23/h2-19H2,1H3,(H,22,23)","FIQPWWYQZYPWCG"
"2480_321.32_10.8",2480,321.315521321386,10.813603,0.0378431537511829,0.0484331995710053,0.915181580457984,0.649563855259272,0.0259342474430634,0.0159857611457175,1.42201267777599,1.31485683985016,0.0384927293573859,0.187378149250532,1.58612634979366,1.79626668041105,1.44560893908938,1.77906318183111,0.935209886928516,1.23066697619606,0.646931449882722,0.525675477115964,0.531677332413686,0.831117747533577,-0.0966379129355204,0.299440415119892,-0.628315245349206,-0.927755660469098,"Fatty acids","Fatty Acids and Conjugates","Unsaturated fatty acids","Erucic Acid",NA,"CCC=CCC=CCC=CCCCCCCCCCCCCO","CCCCCCCCC=CCCCCCCCCCCCC(=O)O","InChI=1S/C20H32O3/c113(1018(22)23)6819(4)14(2)7920(5)15(3)1116(21)1217(19)20/h11,1314,17H,610,12H2,15H3,(H,22,23)",NA,NA,NA,"LCDDKECOTQQPAO","InChI=1S/C22H40O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23/h3-4,6-7,9-10,23H,2,5,8,11-22H2,1H3","LCDDKECOTQQPAO-UHFFFAOYSA-N","InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)","DPUOLQHDNGRHBS"
"1913_688.52_8.6",1913,688.524280561644,8.551469,0.0379114206927883,0.0182624408094557,0.0159463252594152,0.988722204613574,0.997751321071909,0.996535272524782,1.42122994051481,1.73844117865072,1.79733938178734,0.00492571239704688,0.000977688516266567,0.00150732476904375,0.978777999198473,1.03052659730296,0.572195251903709,1.05287061841077,0.584601668991623,0.555245496235838,-0.0309464217536565,0.043381740492786,-0.805420568710702,0.0743281622464426,-0.774474146957046,-0.848802309203488,"Amino acids and Peptides","Oligopeptides","Open-chain polyketides","(E)-1-ethyl-14-propyl-1,5,10,14-tetra-BOC-1,5,10,14-tetraazatetradec-7-ene",NA,NA,"CCCN(CCCN(CC=CCN(CCCN(CC)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C",NA,NA,NA,NA,"SPPSEAUTRSATJZ","nan","nan","InChI=1S/C35H66N4O8/c1-15-21-37(29(41)45-33(6,7)8)25-20-27-39(31(43)47-35(12,13)14)23-18-17-22-38(30(42)46-34(9,10)11)26-19-24-36(16-2)28(40)44-32(3,4)5/h17-18H,15-16,19-27H2,1-14H3","IJQMHMOLWPLVHY"
"1929_600.47_8.6",1929,600.47148995328,8.598164,0.0379678515892226,0.0336767737209851,0.0698308761134474,0.818294359160779,0.487817824684089,0.753858234035644,1.42058397671701,1.47266952115954,1.15595250917123,0.0870904425838816,0.31174233477155,0.122710317213443,1.11337310287398,1.31948640041266,0.662344173691322,1.18512509149595,0.594898666028121,0.501971201434271,0.154937135775484,0.399976481275528,-0.594347015849633,0.245039345500044,-0.749284151625116,-0.994323497125161,NA,NA,NA,NA,"CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO",NA,NA,"\"\"InChI=1S/C30H62O10/c1-2-3-4-5-6-7-8-9-10-11-13-32-15-17-34-19-21-36-23-25-38-27-29-40-30-28-39-26-24-37-22-20-35-18-16-33-14-12-31/h31H,2-30H2,1H3\"\"","ONJQDTZCDSESIW-UHFFFAOYSA-N","ONJQDTZCDSESIW-UHFFFAOYSA-N","ONJQDTZCDSESIW","FPTGOQRFJXQGQS","nan","nan",NA,NA
"2211_130.15_9.8",2211,130.153046379983,9.788138,0.0397949126373307,0.0481960140750851,0.0206915692231998,0.682272004366961,0.980594696960821,0.644196627105495,1.40017244437741,1.31698887746189,1.6842065717251,0.166042448738252,0.0085104597405443,0.190981553396033,1.08581093478034,0.962803472776445,1.78673811932197,0.88671373803324,1.64553336321247,1.85576617642387,0.118772917874604,-0.0546867493479894,0.83732819529598,-0.173459667222593,0.718555277421376,0.89201494464397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431_470.37_2.3",431,470.370824110273,2.3146868,0.0412376091783312,0.989634682525352,0.516332550474827,0.0108264417577846,0.00377013316487951,0.350135808280991,1.38470652163189,0.00452509292073186,0.287070495433123,1.96551425610566,2.42364330980721,0.455763471801096,0.859223428635732,0.537510690753589,0.828763530894645,0.625577321148056,0.964549502811566,1.54185497172665,-0.218894762742156,-0.895634645592142,-0.270967575158069,-0.676739882849986,-0.0520728124159128,0.624667070434073,"Fatty acids","Fatty acyls","Fatty alcohols",NA,NA,NA,"CC(CCCC(CC(CCCC(CC(CC(CCCC(CC(C)O)O)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C23H48O8/c1-16(24)6-3-7-19(27)13-20(28)9-5-11-22(30)15-23(31)14-21(29)10-4-8-18(26)12-17(2)25/h16-31H,3-15H2,1-2H3","JLTZPFHFOCOCED"
"2175_540.45_9.6",2175,540.452793505174,9.62573,0.041276461111815,0.0189903828960689,0.0252030767218456,0.993826538885293,0.951989481299975,0.973048151766241,1.38429754455657,1.72146627865564,1.59854643851383,0.00268941014879992,0.0213678501854995,0.0118656679238964,1.04351572906601,1.08840694829371,0.609674584038284,1.04301920706828,0.584250497674786,0.560153153187849,0.0614523466161099,0.122218071767187,-0.713888690349777,0.0607657251510771,-0.775341036965887,-0.836106762116964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943_512.42_8.6",1943,512.418509649938,8.648612,0.0426853419919045,0.0215378831857101,0.0368273426642879,0.986016992090147,0.841927090852662,0.86326280600836,1.36972123469207,1.66679698283659,1.43382961722633,0.0061156007713647,0.0747255158772503,0.0638569704212951,1.0782811284807,1.13891119554998,0.644035791537437,1.05622844123658,0.597280036278559,0.565483765594586,0.108733365278533,0.187655260009689,-0.634787228226467,0.0789218947311562,-0.743520593505,-0.822442488236156,"Fatty acids","Fatty amides","Aminoacids","N-decyl-N'-[2-[(3-imino-2-oxotridecanoyl)amino]ethyl]oxamide",NA,"CC(=O)NC(=N)NCCCCNC(=N)NCCCCNC(=N)NCCCCNC(=N)NCCCCN","CCCCCCCCCCC(=N)C(=O)C(=O)NCCNC(=O)C(=O)NCCCCCCCCCC",NA,NA,NA,NA,"XGUDPXVVHRTYBT","InChI=1S/C22H49N13O/c1-18(36)35-22(27)34-17-9-8-16-33-21(26)32-15-7-6-14-31-20(25)30-13-5-4-12-29-19(24)28-11-3-2-10-23/h2-17,23H2,1H3,(H3,24,28,29)(H3,25,30,31)(H3,26,32,33)(H3,27,34,35,36)","XGUDPXVVHRTYBT-UHFFFAOYSA-N","InChI=1S/C27H50N4O4/c1-3-5-7-9-11-13-15-17-19-23(28)24(32)25(33)30-21-22-31-27(35)26(34)29-20-18-16-14-12-10-8-6-4-2/h28H,3-22H2,1-2H3,(H,29,34)(H,30,33)(H,31,35)","AGPQCYOMAWMTIP"
"1671_324.22_7.9",1671,324.218502964722,7.8630943,0.0430177668478865,0.925464706960258,0.763996958906914,0.0293126608528956,0.0445951778034505,0.931087887319331,1.36635213859786,0.0336401386233061,0.116908370131869,1.53294475674823,1.35071210017971,0.0310093231257103,1.05983956059078,0.650372543193252,1.17430876808378,0.613651884093397,1.10800616597968,1.80559400973181,0.083845884921636,-0.620661742509889,0.231811794831798,-0.704507627431525,0.147965909910162,0.852473537341687,"Fatty acids","Fatty esters","Halogenated fatty acids","(4E)-4-Fluoro-5-[(2-methoxyethoxy)methoxy]-6-(allyloxy)-4-octen-3-ol",NA,NA,"CCC(C(=C(C(CC)OCC=C)OCOCCOC)F)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C15H27FO5/c1-5-8-20-13(7-3)15(14(16)12(17)6-2)21-11-19-10-9-18-4/h5,12-13,17H,1,6-11H2,2-4H3","VAGRPRINVLBCCA"
"2026_263.24_8.8",2026,263.238689010761,8.818747,0.0448506493417399,0.167226780511854,0.60321778674935,0.268862335638385,0.0667509559611076,0.341975749634832,1.34823126491659,0.77669417129187,0.21952586114822,0.570470032920243,1.17554251025311,0.466004689771894,1.1777455853338,1.71445641275827,0.857228206379137,1.45571032836634,0.72785516418317,0.5,0.236027924212184,0.777751226585109,-0.222248773414891,0.541723302372925,-0.458276697627075,-1,"Fatty acids","Fatty Acids and Conjugates","Unsaturated fatty acids","Selin Cla","CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C","CC(=O)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@@H]12","CCCCCCC=CC=CCCCCCCCC(=O)O","\"\"InChI=1S/C18H30O/c1-16(2,3)12-10-13(17(4,5)6)15(19)14(11-12)18(7,8)9/h10-11,19H,1-9H3\"\"",NA,"PFEFOYRSMXVNEL-UHFFFAOYSA-N","PFEFOYRSMXVNEL","GMVGICPZYOQEHV","InChI=1S/C18H30O/c1-13-7-6-8-16-17(13,4)11-9-14(2)18(16,5)12-10-15(3)19/h7,14,16H,6,8-12H2,1-5H3/t14-,16-,17+,18+/m1/s1","GMVGICPZYOQEHV-BGTYHANMSA-N","InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)","JBYXPOFIGCOSSB"
"2027_280.27_8.8",2027,280.265182869361,8.813586,0.045715276211575,0.176983968952205,0.554941876970865,0.260822140972732,0.0762437330309946,0.434126803712553,1.33993865188207,0.752066069857976,0.255752501260554,0.583655544481009,1.11779584800625,0.36238339926821,1.15649683215872,1.69270893556171,0.846354467780855,1.46365202955384,0.731826014776922,0.5,0.209761314192731,0.759333920473717,-0.240666079526283,0.549572606280987,-0.450427393719013,-1,"Fatty acids","Fatty acyls","Fatty aldehydes","Farnesylacetone","CCCCCCCC(O)CC(=O)NCCCCC","CCCCCC=CCC=CCCCCCCCC(N)=O","CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C","\"\"InChI=1S/C15H31NO2/c1-3-5-7-8-9-11-14(17)13-15(18)16-12-10-6-4-2/h14,17H,3-13H2,1-2H3,(H,16,18)\"\"","\"\"InChI=1S/C15H31NO2/c1-3-5-7-8-9-11-14(17)13-15(18)16-12-10-6-4-2/h14,17H,3-13H2,1-2H3,(H,16,18) [M+Na]+\"\"","LYNMNEWOEMTDSX-UHFFFAOYSA-N","LYNMNEWOEMTDSX","SFIHQZFZMWZOJV","InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)","SFIHQZFZMWZOJV-UHFFFAOYSA-N","InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3","LTUMRKDLVGQMJU"
