"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","control_negative_vs_control_positive_p_value","control_negative_vs_P2_negative_p_value","control_negative_vs_P2_positive_p_value","control_positive_vs_P2_negative_p_value","control_positive_vs_P2_positive_p_value","P2_negative_vs_P2_positive_p_value","control_negative_vs_control_positive_p_value_minus_log10","control_negative_vs_P2_negative_p_value_minus_log10","control_negative_vs_P2_positive_p_value_minus_log10","control_positive_vs_P2_negative_p_value_minus_log10","control_positive_vs_P2_positive_p_value_minus_log10","P2_negative_vs_P2_positive_p_value_minus_log10","P2_negative_vs_P2_positive_fold_change","control_positive_vs_P2_positive_fold_change","control_negative_vs_P2_positive_fold_change","control_positive_vs_P2_negative_fold_change","control_negative_vs_P2_negative_fold_change","control_negative_vs_control_positive_fold_change","P2_negative_vs_P2_positive_fold_change_log2","control_positive_vs_P2_positive_fold_change_log2","control_negative_vs_P2_positive_fold_change_log2","control_positive_vs_P2_negative_fold_change_log2","control_negative_vs_P2_negative_fold_change_log2","control_negative_vs_control_positive_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","control_negative","control_negative.pval","control_positive","control_positive.pval","P2_negative","P2_negative.pval","P2_positive","P2_positive.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
1943,"1943_512.42_8.6","NA_[1943_512.42_8.6]",512.418509649938,8.648612,0.0426853419919045,0.0215378831857101,0.0368273426642879,0.986016992090147,0.841927090852662,0.86326280600836,1.36972123469207,1.66679698283659,1.43382961722633,0.0061156007713647,0.0747255158772503,0.0638569704212951,1.0782811284807,1.13891119554998,0.644035791537437,1.05622844123658,0.597280036278559,0.565483765594586,0.108733365278533,0.187655260009689,-0.634787228226467,0.0789218947311562,-0.743520593505,-0.822442488236156,"N-decyl-N'-[2-[(3-imino-2-oxotridecanoyl)amino]ethyl]oxamide",NA,NA,0.624,0.624,-202.405,62.722,1,"InChI=1S/C27H50N4O4/c1-3-5-7-9-11-13-15-17-19-23(28)24(32)25(33)30-21-22-31-27(35)26(34)29-20-18-16-14-12-10-8-6-4-2/h28H,3-22H2,1-2H3,(H,29,34)(H,30,33)(H,31,35)","AGPQCYOMAWMTIP","C27H50N4O4","[M + H3N + H]+","CCCCCCCCCCC(=N)C(=O)C(=O)NCCNC(=O)C(=O)NCCCCCCCCCC","Fatty acids","Aminoacids","Fatty amides","511.418303188","InChI=1S/C22H49N13O/c1-18(36)35-22(27)34-17-9-8-16-33-21(26)32-15-7-6-14-31-20(25)30-13-5-4-12-29-19(24)28-11-3-2-10-23/h2-17,23H2,1H3,(H3,24,28,29)(H3,25,30,31)(H3,26,32,33)(H3,27,34,35,36)","XGUDPXVVHRTYBT-UHFFFAOYSA-N","XGUDPXVVHRTYBT","CC(=O)NC(=N)NCCCCNC(=N)NCCCCNC(=N)NCCCCNC(=N)NCCCCN","C22H49N13O","Cabanillasin","http://www.wikidata.org/entity/Q75057792","Alkaloids","Ornithine alkaloids","Alkaloids","Sesquiterpenoids","Eremophilane sesquiterpenoids","Xenorhabdus cabanillasii","['Bacteria']","['Unknown']","['Proteobacteria']","['Gammaproteobacteria']","['Enterobacteriales']","['Morganellaceae']","['Unknown']","['Xenorhabdus']","['Xenorhabdus cabanillasii']","nan","846134.0","http://www.wikidata.org/entity/Q26307579",0,0,1,0,1,-0.447303065060821,0.506986027944112,0,0.481037924151697,0,0.427145708582834,0.0565095238095238,0.820359281437126
2026,"2026_263.24_8.8","NA_[2026_263.24_8.8]",263.238689010761,8.818747,0.0448506493417399,0.167226780511854,0.60321778674935,0.268862335638385,0.0667509559611076,0.341975749634832,1.34823126491659,0.77669417129187,0.21952586114822,0.570470032920243,1.17554251025311,0.466004689771894,1.1777455853338,1.71445641275827,0.857228206379137,1.45571032836634,0.72785516418317,0.5,0.236027924212184,0.777751226585109,-0.222248773414891,0.541723302372925,-0.458276697627075,-1,"Selin Cla",NA,NA,0.576,0.325,-98.72,160.118,1,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)","JBYXPOFIGCOSSB","C18H32O2","[M - H2O + H]+","CCCCCCC=CC=CCCCCCCCC(=O)O","Fatty acids","Unsaturated fatty acids","Fatty Acids and Conjugates","262.22966558","InChI=1S/C18H30O/c1-13-7-6-8-16-17(13,4)11-9-14(2)18(16,5)12-10-15(3)19/h7,14,16H,6,8-12H2,1-5H3/t14-,16-,17+,18+/m1/s1","GMVGICPZYOQEHV-BGTYHANMSA-N","GMVGICPZYOQEHV","CC(=O)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@@H]12","C18H30O","4-[(1S,2R,4aR,8aS)-1,2,4a,5-tetramethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]butan-2-one","http://www.wikidata.org/entity/Q105012183","Terpenoids","Diterpenoids","Fatty acids","Diterpenoids","Unsaturated fatty acids","Parentucellia latifolia","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Lamiales']","['Orobanchaceae']","['Rhinantheae']","['Parentucellia']","['Parentucellia latifolia']","nan","981066.0","http://www.wikidata.org/entity/Q7136830",4,0,1,0,1,-0.108466504993364,0.451097804391218,0.817041456918251,0.201596806387226,0.18363545175961,0.291417165668663,0.145385714285714,0.129740518962076
2027,"2027_280.27_8.8","NA_[2027_280.27_8.8]",280.265182869361,8.813586,0.045715276211575,0.176983968952205,0.554941876970865,0.260822140972732,0.0762437330309946,0.434126803712553,1.33993865188207,0.752066069857976,0.255752501260554,0.583655544481009,1.11779584800625,0.36238339926821,1.15649683215872,1.69270893556171,0.846354467780855,1.46365202955384,0.731826014776922,0.5,0.209761314192731,0.759333920473717,-0.240666079526283,0.549572606280987,-0.450427393719013,-1,"Farnesylacetone",NA,NA,0.303,0.282,-60.592,203.436,1,"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3","LTUMRKDLVGQMJU","C18H30O","[M + H3N + H]+","CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C","Fatty acids","Fatty aldehydes","Fatty acyls","279.256214676","InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)","SFIHQZFZMWZOJV-UHFFFAOYSA-N","SFIHQZFZMWZOJV","CCCCCC=CCC=CCCCCCCCC(N)=O","C18H33NO","CID 3930","http://www.wikidata.org/entity/Q27164841","Fatty acids","Fatty amides","Fatty acids","Fatty amides","N-acyl amines","Averrhoa bilimbi","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Oxalidales']","['Oxalidaceae']","['Unknown']","['Averrhoa']","['Averrhoa bilimbi']","nan","829006.0","http://www.wikidata.org/entity/Q237465",4,0,1,0,1,0.542485722641766,0.229540918163673,1.00100150250438,0.183632734530938,1.02672581904503,0.125748502994012,0.138780952380952,0.119760479041916
2175,"2175_540.45_9.6","NA_[2175_540.45_9.6]",540.452793505174,9.62573,0.041276461111815,0.0189903828960689,0.0252030767218456,0.993826538885293,0.951989481299975,0.973048151766241,1.38429754455657,1.72146627865564,1.59854643851383,0.00268941014879992,0.0213678501854995,0.0118656679238964,1.04351572906601,1.08840694829371,0.609674584038284,1.04301920706828,0.584250497674786,0.560153153187849,0.0614523466161099,0.122218071767187,-0.713888690349777,0.0607657251510771,-0.775341036965887,-0.836106762116964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.67594568898395,0.930139720558882,-1.41705050316284,0.898203592814371,-1.69272711108485,0.878243512974052,0.0480793650793651,0.854291417165669
2211,"2211_130.15_9.8","NA_[2211_130.15_9.8]",130.153046379983,9.788138,0.0397949126373307,0.0481960140750851,0.0206915692231998,0.682272004366961,0.980594696960821,0.644196627105495,1.40017244437741,1.31698887746189,1.6842065717251,0.166042448738252,0.0085104597405443,0.190981553396033,1.08581093478034,0.962803472776445,1.78673811932197,0.88671373803324,1.64553336321247,1.85576617642387,0.118772917874604,-0.0546867493479894,0.83732819529598,-0.173459667222593,0.718555277421376,0.89201494464397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0.921138575917935,0.189620758483034,-0.202038755558563,0.413173652694611,0.637482928983009,0.19560878243513,0.162047619047619,0.107784431137725
2214,"2214_139.99_9.9","NA_[2214_139.99_9.9]",139.98948955797,9.883542,0.0257753574707268,0.00580122291741103,0.000515231616653788,0.97181492529648,0.041865092641596,0.00933302970373329,1.58879530290235,2.23648044604051,3.28799749480008,0.0124164352543606,1.37814794342166,2.02997735196367,0.783361580694252,0.761324331732576,0.568863604414481,0.971868356191089,0.726182670217662,0.747202710728942,-0.352249720620975,-0.393416907780751,-0.813845313749945,-0.0411671871597754,-0.461595593128969,-0.420428405969194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,3.54521764280691,0.00798403193612774,4.96994768642953,0.00199600798403194,4.89458903319652,0.00199600798403194,0.353,0.00798403193612774
2215,"2215_184.99_9.9","NA_[2215_184.99_9.9]",184.987806225793,9.885368,0.0288235929193843,0.0363387376401998,0.00331657490257731,0.618912293486896,0.650401952164822,0.031261905212874,1.54025188445867,1.43963016358323,2.47931019001081,0.208370890807755,0.186818163888254,1.5049845580435,0.764926335491762,0.869567373631616,0.562966090150808,1.13679884360705,0.735974255336475,0.647409398307649,-0.386607275889744,-0.2016302837573,-0.828880069641565,0.184976992132444,-0.442272793751821,-0.627249785884265,"4-Nitrophenylethynyl radical",NA,NA,-Inf,-Inf,-137.176,93.025,0.996,"InChI=1S/C8H4NO2/c1-2-7-3-5-8(6-4-7)9(10)11/h3-6H","AGCSULNWXLNEMI","C8H4NO2","[M + K]+","[C]#CC1=CC=C(C=C1)[N+](=O)[O-]","Alkaloids","Cyanogenic glycosides","Phenolic acids (C6-C1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1.91968496901196,0.0778443113772455,2.13093120731117,0.0459081836327345,2.64131615616022,0.0339321357285429,0.228990476190476,0.0738522954091816
2376,"2376_666.61_10.4","NA_[2376_666.61_10.4]",666.610763931164,10.390471,0.010538948036629,0.0138898714795198,0.0120636883140615,0.45319746043673,0.521898029773665,0.99572569096067,1.9772027368168,1.85730177269245,1.91851989206713,0.343712532439277,0.282414342654102,0.00186028738964624,0.982013181548053,1.23141914881508,0.615709574407538,1.25397415427139,0.626987077135695,0.5,-0.0261857049437541,0.300321908037698,-0.699678091962302,0.326507612981453,-0.673492387018547,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.746506986027944,-0.632708666137081,0.568862275449102,-0.670780010770969,0.538922155688623,0.0641476190476191,0.682634730538922
2388,"2388_666.61_10.4","NA_[2388_666.61_10.4]",666.610633421566,10.395698,0.00357055711046039,0.00325657742545293,0.0040387657282972,0.487749047838166,0.373233429625097,0.976358995228751,2.44726401606647,2.48723859197255,2.39375133768383,0.311803569742842,0.428019464465979,0.0103904682141179,1.02743412618412,1.22807997157393,0.614039985786966,1.19528828201863,0.597644141009314,0.5,0.0390458986524291,0.296404510900675,-0.703595489099325,0.257358612248246,-0.742641387751754,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.744510978043912,-2.3461417344161,1,-2.29230197460211,0.992015968063872,0.0737428571428572,0.57684630738523
2414,"2414_151.1_10.6","NA_[2414_151.1_10.6]",151.099359601863,10.569807,0.0188153015036554,0.00331073906546242,0.00481156804232008,0.894902662857491,0.993019319781754,0.898669166429432,1.72548881798591,2.48007504664009,2.31771336829339,0.0482241996369095,0.00304230196485453,0.046400158809275,0.96900769692024,1.01970398396559,1.73764014544668,1.05231773411757,1.79321604046011,1.70406330932342,-0.045419969737657,0.0281504043086302,0.797129339843191,0.0735703740462874,0.842549309580848,0.768978935534561,"3-(Methylamino)pyridine-2-carbonitrile",NA,NA,0.239,0.239,-51.475,23.111,1,"InChI=1S/C7H7N3/c1-9-6-3-2-4-10-7(6)5-8/h2-4,9H,1H3","UWJGWWBVJKHQNL","C7H7N3","[M + H3N + H]+","CNC1=C(N=CC=C1)C#N","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.63736530665978,0.918163672654691,-0.277371435197549,0.483033932135729,-1.15464964585252,0.722554890219561,0.114690476190476,0.303393213572854
2418,"2418_138.1_10.6","NA_[2418_138.1_10.6]",138.104042788205,10.5753975,0.00813516369411305,0.00203993944527225,0.00378848119086461,0.995193182786309,0.949747301377762,0.650718733818844,2.08963370385376,2.69038272422824,2.42153486460407,0.00209260762153253,0.0223919317805195,0.186606689997307,0.950180055494715,0.9648538268876,1.71935572899749,1.01544314817811,1.80950517647131,1.78198570714461,-0.0737271703327237,-0.0516177008980672,0.781868064517165,0.0221094694346563,0.855595234849888,0.833485765415232,"2-ethenyl-6-methylpyrazine",NA,NA,0.095,0.095,-57.636,15.777,1,"InChI=1S/C7H8N2/c1-3-7-5-8-4-6(2)9-7/h3-5H,1H2,2H3","KZXOOWGVLDEHDT","C7H8N2","[M + H3N + H]+","CC1=CN=CC(=N1)C=C","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","274.193280072","InChI=1S/C18H26O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h10,13-17,20H,2-9H2,1H3/t13-,14+,15+,16-,17-,18-/m0/s1","NPAGDVCDWIYMMC-IZPLOLCNSA-N","NPAGDVCDWIYMMC","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O","C18H26O2","Nandrolone","http://www.wikidata.org/entity/Q421709","Terpenoids","Steroids","Terpenoids","Steroids","Cholestane steroids","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",9,0,1,0,1,1.94881009766875,0.0598802395209581,-0.57754281555789,0.50499001996008,0.751448852872144,0.201596806387226,0.149361904761905,0.173652694610778
2421,"2421_130.16_10.6","NA_[2421_130.16_10.6]",130.160653885815,10.573946,3.63996992374105e-05,6.67999777914652e-06,5.36126395678238e-06,0.916954713481676,0.601184361508105,0.738277759927887,4.43890220481448,5.17522368191137,5.27073281016846,0.0376521127167599,0.220992325156105,0.131780214180915,1.0171144500152,1.0343262907969,1.94455146933615,1.01692222618747,1.91183152427643,1.88001744385513,0.0244820264709437,0.0486913731351881,0.959437421233064,0.0242093466642445,0.93495539476212,0.910746048097876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.41705050316284,0.902195608782435,0.534675270017429,0.261477045908184,-0.590810223916614,0.516966067864271,0.119709523809524,0.279441117764471
2480,"2480_321.32_10.8","NA_[2480_321.32_10.8]",321.315521321386,10.813603,0.0378431537511829,0.0484331995710053,0.915181580457984,0.649563855259272,0.0259342474430634,0.0159857611457175,1.42201267777599,1.31485683985016,0.0384927293573859,0.187378149250532,1.58612634979366,1.79626668041105,1.44560893908938,1.77906318183111,0.935209886928516,1.23066697619606,0.646931449882722,0.525675477115964,0.531677332413686,0.831117747533577,-0.0966379129355204,0.299440415119892,-0.628315245349206,-0.927755660469098,"Erucic Acid",NA,NA,0.822,0.527,-69.973,147.588,0.754,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)","DPUOLQHDNGRHBS","C22H42O2","[M - H2O + H]+","CCCCCCCCC=CCCCCCCCCCCCC(=O)O","Fatty acids","Unsaturated fatty acids","Fatty Acids and Conjugates","320.30791589999995","InChI=1S/C22H40O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23/h3-4,6-7,9-10,23H,2,5,8,11-22H2,1H3","LCDDKECOTQQPAO-UHFFFAOYSA-N","LCDDKECOTQQPAO","CCC=CCC=CCC=CCCCCCCCCCCCCO","C22H40O","13,16,19-Docosatrienol","http://www.wikidata.org/entity/Q115948230","Fatty acids","Fatty acyls","Terpenoids","Sesquiterpenoids","Fatty alcohols","Solanum lycopersicum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lycopersicum']","nan","378964.0","http://www.wikidata.org/entity/Q23501",0,0,1,0,1,2.86299167156934,0.0259481037924152,3.99170503240998,0.00798403193612774,4.09359157615417,0.00998003992015968,0.317647619047619,0.0139720558882236
2486,"2486_130.15_10.8","NA_[2486_130.15_10.8]",130.151836403264,10.832361,0.00209439189678906,0.000307654779658773,0.000355864727922595,0.736881438466106,0.856384742684568,0.978528743621854,2.67894205107722,3.51193633341747,3.44871505562558,0.132602382917123,0.0673310786813429,0.00942641271112408,0.988024783202601,1.04073404216693,1.86029290350786,1.05334811419758,1.88284032458971,1.78748155449446,-0.0173808646613577,0.0576014374470193,0.895529791854596,0.074982302108377,0.912910656515953,0.837928354407577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1.57532347087875,0.103792415169661,-1.00100150250438,0.708582834331337,1.40275209380409,0.127744510978044,0.108809523809524,0.467065868263473
2502,"2502_163.1_10.9","NA_[2502_163.1_10.9]",163.098101441336,10.864574,0.023891907549802,0.975747665604019,0.789436735511274,0.00546268227349045,0.00344573805974024,0.835861707372526,1.62174917443261,0.0106624790592742,0.102682668086653,2.26259405866218,2.46271774010134,0.0778655702800528,1.04108172472595,1.84721928971081,1.07481290576528,1.77432688120336,1.0324001279037,0.581854526829647,0.0580833243808605,0.885355143742653,0.104085549660391,0.827271819361792,0.0460022252795308,-0.781269594082261,"4-(1H-imidazol-2-yl)pyridine",NA,NA,0.209,0.083,-61.031,85.892,0.984,"InChI=1S/C8H7N3/c1-3-9-4-2-7(1)8-10-5-6-11-8/h1-6H,(H,10,11)","QWZSAEUNIBEKIZ","C8H7N3","[M + H3N + H]+","C1=CN=CC=C1C2=NC=CN2","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.55605511022369,0.882235528942116,2.07360061577653,0.0359281437125748,-0.446561177378193,0.467065868263473,0.195061904761905,0.0778443113772455
2559,"2559_694.5_11","NA_[2559_694.5_11]",694.495460993114,11.0213785,0.0461665985773281,0.22640367497151,0.258917125861004,0.00226261716428688,0.00247787324117821,0.997712528393379,1.33567212184293,0.645116527983347,0.586839222562628,2.64538892262627,2.60592091428962,0.000994574260631351,1.01255175081405,0.583212542395317,0.814847857829932,0.575982947959388,0.804746875579274,1.39717135451728,0.0179956450193213,-0.777906348718822,-0.295397379401543,-0.795901993738144,-0.313393024420864,0.48250896931728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.34406227991274,0.816367265469062,-0.714650424911616,0.588822355289421,-1.09676202005208,0.722554890219561,0.119314285714286,0.363273453093812
2584,"2584_651.46_11.1","NA_[2584_651.46_11.1]",651.460451111231,11.109556,0.0476664161380924,0.116199214895979,0.293854841807811,0.407319386886765,0.165349294721944,0.633828264276706,1.32178749984474,0.934796806261487,0.531867149077229,0.390064918621174,0.781597653178588,0.198028398238627,1.12700569855569,1.55465236689136,0.77732618344568,1.37945386512573,0.689726932562863,0.5,0.17249481032579,0.636592017892425,-0.363407982107575,0.464097207566635,-0.535902792433365,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-0.447303065060821,0.522954091816367,0,0.506986027944112,-0.659044185035464,0.530938123752495,0.0877603174603175,0.405189620758483
2631,"2631_130.15_11.3","NA_[2631_130.15_11.3]",130.151673163432,11.258704,0.00363626560053032,0.00106547565398096,0.000798608073605989,0.99998527569028,0.979484237647949,0.91012633817662,2.43934440250399,2.9724564694247,3.09766630357719,6.39473354048223e-06,0.00900254849782861,0.0408983173881754,1.02394305891599,1.02198061022946,1.83847465465541,0.998083439631285,1.79548524563634,1.79893300934803,0.0341354898461146,0.0313678246599041,0.878509287580102,-0.00276766518621034,0.844373797733988,0.847141462920198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.00100150250438,0.780439121756487,-1.38942503594182,0.850299401197605,-1.34406227991274,0.792415169660679,0.0765380952380952,0.630738522954092
2718,"2718_124.09_11.5","NA_[2718_124.09_11.5]",124.087205953506,11.495075,0.0133087826178344,0.996043156675831,0.790737077836173,0.00504120428832622,0.00194274693663377,0.352575662647769,1.87586166853261,0.00172184400589793,0.101967896560895,2.2974657029794,2.71158376717237,0.452747669185207,1.08162297209084,1.82213444676774,1.06523137955792,1.68462994387541,0.984845373151395,0.58460635626944,0.113197697791893,0.865629412778272,0.0911668331596562,0.75243171498638,-0.0220308646322365,-0.774462579618617,"2-Vinylpyrimidine",NA,NA,0.268,0.243,-29.915,61.446,1,"InChI=1S/C6H6N2/c1-2-6-7-4-3-5-8-6/h2-5H,1H2","ZDHWTWWXCXEGIC","C6H6N2","[M + H3N + H]+","C=CC1=NC=CC=N1","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-1.41705050316284,0.870259481037924,-0.632708666137081,0.570858283433134,-0.954867524562422,0.590818363273453,0.126095238095238,0.253493013972056
2738,"2738_153.11_11.5","NA_[2738_153.11_11.5]",153.113665055023,11.5406275,0.027773063080623,0.986063237319393,0.935138487581936,0.00684239381782825,0.00547012451822948,0.978430434004292,1.55637621943406,0.00609523238312136,0.0291240683371703,2.1647919333682,2.26200278756703,0.00947004706481836,1.01960897195874,1.78764909334164,1.04748523690521,1.75326928509411,1.02734015265962,0.585956852945424,0.0280159733957006,0.838063570425099,0.0669299109473192,0.810047597029398,0.0389139375516188,-0.771133659477779,"5,6,7,8-Tetrahydropyrido[3,4-d]pyrimidine",NA,NA,0.137,0.137,-80.349,76.797,1,"InChI=1S/C7H9N3/c1-2-8-4-7-6(1)3-9-5-10-7/h3,5,8H,1-2,4H2","WGJUBVJZKNTGRC","C7H9N3","[M + H3N + H]+","C1CNCC2=NC=NC=C21","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","130.135765196","InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3","YIWUKEYIRIRTPP-UHFFFAOYSA-N","YIWUKEYIRIRTPP","CCCCC(CC)CO","C8H18O","2-Ethylhexan-1-ol","http://www.wikidata.org/entity/Q209388","Fatty acids","Fatty acyls","Fatty acids","Fatty acyls","Fatty alcohols","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",9,0,1,0,1,-1.25922908409112,0.74251497005988,-1.38942503594182,0.822355289421158,-0.990798012849637,0.620758483033932,0.128457142857143,0.339321357285429
2751,"2751_151.1_11.6","NA_[2751_151.1_11.6]",151.098063209915,11.5984335,0.011165382908034,0.995781019725473,0.994687615335293,0.00416308379290409,0.00422860561829808,0.999990727601476,1.95212637854913,0.00183615593468122,0.00231328934190293,2.38058484771768,2.37380281752129,4.02697018274801e-06,0.998614613164912,1.83590516831657,0.981922696915961,1.83845213570231,0.983284926908841,0.534843909076379,-0.00200007647662079,0.876491539834067,-0.0263186438360257,0.878491616310688,-0.0243185673594049,-0.902810183670093,"Pyrazolo[1,5-a]pyridin-4-amine",NA,NA,0.171,0.171,-58.754,49.349,1,"InChI=1S/C7H7N3/c8-6-2-1-5-10-7(6)3-4-9-10/h1-5H,8H2","OGXWKAPKKLJNMT","C7H7N3","[M + H3N + H]+","C1=CN2C(=CC=N2)C(=C1)N","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","128.120115132","InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h4,8-9H,2-3,5-7H2,1H3/t8-/m1/s1","VSMOENVRRABVKN-MRVPVSSYSA-N","VSMOENVRRABVKN","C=C[C@@H](O)CCCCC","C8H16O","(S)-1-Octen-3-ol","http://www.wikidata.org/entity/Q27093997","Fatty acids","Fatty acyls","Fatty acids","Fatty acyls","Fatty alcohols","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",9,0,1,0,1,-1.00100150250438,0.748502994011976,-1.00100150250438,0.748502994011976,-1.00100150250438,0.682634730538922,0.0857142857142857,0.558882235528942
2810,"2810_750.41_11.7","NA_[2810_750.41_11.7]",750.407575630055,11.688283,0.0039985418039491,0.00337436359953969,0.00218154262283643,0.551077229204328,0.830298778033892,0.831649725181038,2.39809835916166,2.47180812246836,2.66123629737722,0.258787533876036,0.0807656012355209,0.0800595516564424,1.03786974486163,0.945276890430205,1.84399474161927,0.910785669502513,1.7767111439067,1.95074560722631,0.0536253933742279,-0.0811911095338844,0.882834541748478,-0.134816502908112,0.82920914837425,0.964025651282362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,-0.817041456918251,0.588822355289421,-1.63736530665978,0.908183632734531,-1.3280556888735,0.764471057884232,0.100328571428571,0.467065868263473
